row_id,screen_time_hours,work_screen_hours,leisure_screen_hours,sleep_hours,sleep_quality_1_5,exercise_minutes_per_week,social_hours_per_week,stress_level_0_10,productivity_0_10,mental_wellness_index_0_10,mw_class_true,mw_pred_reg_lin,mw_class_pred_rf,mw_prob_Baixo,mw_prob_Medio,mw_prob_Alto,cluster_obj1_k4,cluster_obj2_k4
356,12.02,2.21,9.81,6.41,1,159,11.7,10.0,4.0,1.2,Baixo,0.3123654848858024,Baixo,1.0,0.0,0.0,0,0
357,6.9,0.77,6.13,6.39,1,56,1.5,7.4,6.3,2.8,Baixo,2.279511331627603,Baixo,0.93,0.07,0.0,2,2
358,5.74,1.57,4.17,8.73,2,83,12.2,4.3,8.5,4.7,Medio,5.465438268351757,Medio,0.02,0.9566666666666667,0.023333333333333334,1,1
359,10.97,1.43,9.54,6.19,1,130,12.3,9.5,4.6,0.0,Baixo,0.6904236311085339,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,2
360,10.24,0.51,9.73,5.43,1,99,6.6,10.0,3.7,0.0,Baixo,0.13661353245047936,Baixo,1.0,0.0,0.0,0,2
361,6.26,0.94,5.32,8.64,2,167,2.7,3.8,6.8,5.7,Medio,5.481184425365858,Medio,0.01,0.9766666666666667,0.013333333333333334,1,1
362,11.49,0.75,10.74,6.26,1,105,7.6,10.0,3.0,0.0,Baixo,-0.07515225817949256,Baixo,1.0,0.0,0.0,0,0
363,10.39,0.52,9.87,6.39,1,131,8.3,10.0,3.5,0.0,Baixo,0.1538561744245346,Baixo,1.0,0.0,0.0,0,2
364,8.72,2.36,6.36,5.73,1,78,6.7,10.0,4.0,0.3,Baixo,0.1881733039048057,Baixo,1.0,0.0,0.0,0,3
365,11.58,5.71,5.87,8.02,3,103,5.7,9.9,5.2,2.2,Baixo,2.511589698668564,Baixo,0.8533333333333334,0.14666666666666667,0.0,2,3
366,7.73,1.52,6.21,6.22,1,47,16.4,7.1,5.2,2.1,Baixo,1.8833585863214317,Baixo,0.9966666666666667,0.0033333333333333335,0.0,3,0
367,11.64,6.11,5.53,6.7,2,178,2.0,10.0,4.9,0.8,Baixo,1.6372024198358062,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,3
368,8.06,2.81,5.25,7.92,2,65,0.0,6.8,6.3,3.7,Medio,3.5412235497307583,Medio,0.07666666666666666,0.92,0.0033333333333333335,2,3
369,9.05,3.83,5.22,7.31,1,179,9.5,7.4,5.5,1.8,Baixo,2.2109161225530545,Baixo,0.9933333333333333,0.006666666666666667,0.0,3,3
370,12.03,4.84,7.19,6.55,1,69,13.9,10.0,4.7,0.1,Baixo,0.2768217203854202,Baixo,1.0,0.0,0.0,0,3
371,11.21,4.81,6.4,5.39,1,106,7.9,10.0,3.4,0.0,Baixo,-0.001176994625786243,Baixo,1.0,0.0,0.0,0,3
372,10.37,0.81,9.56,6.31,1,67,1.8,10.0,4.5,0.3,Baixo,0.3824022305948951,Baixo,1.0,0.0,0.0,0,2
373,5.98,0.5,5.48,7.72,2,55,5.0,5.6,7.2,4.3,Medio,4.389405848896409,Medio,0.013333333333333334,0.9866666666666667,0.0,1,1
374,7.77,0.96,6.81,6.77,1,0,0.0,10.0,4.4,0.0,Baixo,0.24681695580309349,Baixo,1.0,0.0,0.0,0,2
375,10.19,2.64,7.55,6.96,1,19,11.1,8.0,5.6,1.4,Baixo,1.5289681614098833,Baixo,1.0,0.0,0.0,3,1
376,11.61,5.33,6.28,7.26,2,69,0.0,8.2,5.9,2.5,Baixo,2.643891057883057,Baixo,0.9766666666666667,0.023333333333333334,0.0,2,3
377,6.03,0.79,5.24,8.28,2,137,9.4,3.2,7.6,5.0,Medio,5.888133143785791,Medio,0.0033333333333333335,0.99,0.006666666666666667,1,1
378,5.0,0.67,4.33,6.84,1,207,4.6,6.6,6.3,2.7,Baixo,3.042896000822013,Baixo,0.7266666666666667,0.2733333333333333,0.0,2,1
379,9.62,4.12,5.5,8.64,2,66,9.2,8.7,5.6,2.4,Baixo,2.255073639352265,Baixo,0.9433333333333334,0.056666666666666664,0.0,2,3
380,14.02,3.21,10.81,6.84,3,9,6.6,10.0,4.7,1.0,Baixo,2.0346694003165537,Baixo,0.9033333333333333,0.09666666666666666,0.0,0,0
381,14.07,4.54,9.53,6.24,1,0,5.8,10.0,4.0,0.6,Baixo,-0.0486173210491212,Baixo,1.0,0.0,0.0,0,3
382,7.41,1.01,6.4,8.02,3,140,7.2,4.9,8.1,6.8,Medio,6.10715191562206,Medio,0.0033333333333333335,0.9566666666666667,0.04,1,1
383,7.63,1.13,6.5,9.1,4,207,5.0,4.5,9.8,7.1,Alto,7.9651785630606025,Alto,0.006666666666666667,0.07333333333333333,0.92,1,1
384,10.23,6.7,3.53,5.64,1,182,11.3,10.0,3.4,0.9,Baixo,0.14499168569047427,Baixo,0.9866666666666667,0.013333333333333334,0.0,0,3
385,10.44,3.97,6.47,6.66,1,146,6.4,7.8,5.0,1.7,Baixo,1.7737024796436374,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,3
386,5.84,0.4,5.44,5.64,1,169,6.7,10.0,4.4,0.7,Baixo,0.5753397886217813,Baixo,0.98,0.02,0.0,3,2
387,8.62,1.94,6.68,7.41,1,233,18.5,9.7,5.0,0.7,Baixo,0.9457325514631543,Baixo,0.9966666666666667,0.0033333333333333335,0.0,3,0
388,10.34,3.55,6.79,7.21,1,123,9.5,10.0,3.3,0.4,Baixo,0.054946563278880145,Baixo,1.0,0.0,0.0,0,3
389,10.47,1.05,9.42,6.75,2,138,6.3,10.0,5.0,1.7,Baixo,1.5812947451563035,Baixo,1.0,0.0,0.0,0,2
390,11.79,6.19,5.6,6.03,1,61,11.7,10.0,3.6,0.0,Baixo,-0.08761322873930588,Baixo,1.0,0.0,0.0,0,3
391,7.49,1.21,6.28,5.67,1,19,17.6,7.8,5.1,0.8,Baixo,1.4096547604653256,Baixo,1.0,0.0,0.0,3,0
392,10.75,0.84,9.91,6.98,1,40,9.0,9.7,3.4,0.0,Baixo,0.05708378156507887,Baixo,1.0,0.0,0.0,0,2
393,10.97,4.21,6.76,8.06,1,99,9.4,10.0,3.9,0.2,Baixo,0.1974578721735707,Baixo,0.9933333333333333,0.006666666666666667,0.0,0,3
394,14.0,6.2,7.8,5.92,1,83,0.7,10.0,4.4,0.6,Baixo,0.31024474699335647,Baixo,1.0,0.0,0.0,0,3
395,6.43,2.99,3.44,7.75,1,252,7.6,5.9,6.5,3.9,Medio,3.5241973317827022,Medio,0.03333333333333333,0.96,0.006666666666666667,1,1
396,9.59,5.44,4.15,5.57,1,99,7.0,10.0,4.7,0.4,Baixo,0.41847386938685993,Baixo,0.9966666666666667,0.0033333333333333335,0.0,0,3
397,8.72,2.36,6.36,7.56,1,193,10.1,9.4,5.7,0.7,Baixo,1.312226680161167,Baixo,0.99,0.01,0.0,3,3
398,5.04,0.94,4.1,7.32,1,97,12.1,7.1,6.4,2.1,Baixo,2.4877474100392845,Baixo,0.85,0.15,0.0,3,1
399,8.86,3.82,5.04,6.55,1,88,9.8,10.0,4.1,0.8,Baixo,0.21747229317768824,Baixo,1.0,0.0,0.0,0,3
